2018-07-01T04:14:50.848Z - info: Pages built
2018-07-01T04:14:50.891Z - info: Site data built
2018-07-01T04:14:50.904Z - info: Generate Site durationMs=43148
2018-07-01T04:14:50.933Z - info: Serving "C:\repos\nus-cs2103\website-base\_site" at http://127.0.0.1:8080
2018-07-01T05:20:31.736Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\exercises\q-tick-trueFalse.md
2018-07-01T05:20:31.736Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\preview.md
2018-07-01T05:20:31.736Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testingTypes\dogfooding\what\exercises.md
2018-07-01T05:20:31.736Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\testing\testingTypes\dogfooding\what\q-tick-trueFalse.md
2018-07-01T05:20:31.736Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\uml\preview.md
2018-07-01T05:20:52.893Z - info: Pages rebuilt
2018-07-01T05:20:52.937Z - info: Site data built
2018-07-01T05:20:53.297Z - verbose: Rebuild affected paths: C:\repos\nus-cs2103\website-base\book\combined\exercises.md,C:\repos\nus-cs2103\website-base\schedule\week10\outcomes.md,C:\repos\nus-cs2103\website-base\schedule\week11\outcomes.md,C:\repos\nus-cs2103\website-base\schedule\week12\outcomes.md,C:\repos\nus-cs2103\website-base\schedule\week2\index.md,C:\repos\nus-cs2103\website-base\schedule\week3\outcomes.md,C:\repos\nus-cs2103\website-base\schedule\week4\outcomes.md,C:\repos\nus-cs2103\website-base\schedule\week5\outcomes.md,C:\repos\nus-cs2103\website-base\schedule\week6\outcomes.md,C:\repos\nus-cs2103\website-base\schedule\week7\outcomes.md,C:\repos\nus-cs2103\website-base\schedule\week9\outcomes.md,C:\repos\nus-cs2103\website-base\schedule\week8\outcomes.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\architecture-printable.md,C:\repos\nus-cs2103\website-base\schedule\week1\index.md,C:\repos\nus-cs2103\website-base\se-book-adapted\common\exercises.md,C:\repos\nus-cs2103\website-base\se-book-adapted\index.md,C:\repos\nus-cs2103\website-base\book\combined\exercises\chooseCorrectStatementAboutRequirements.md,C:\repos\nus-cs2103\website-base\book\architecture\text.md,C:\repos\nus-cs2103\website-base\book\architecture\introduction\text.md,C:\repos\nus-cs2103\website-base\book\architecture\architectureDiagrams\text.md,C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\text.md,C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\introduction\text.md,C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\nTier\text.md,C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\clientServer\text.md,C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\transactionProcessing\text.md,C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\serviceOriented\text.md,C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\eventDriven\text.md,C:\repos\nus-cs2103\website-base\book\architecture\architecturalStyles\more\text.md,C:\repos\nus-cs2103\website-base\book\designApproaches\text.md,C:\repos\nus-cs2103\website-base\book\designApproaches\multilevelDesign\text.md,C:\repos\nus-cs2103\website-base\book\designApproaches\topDownBottomUp\text.md,C:\repos\nus-cs2103\website-base\book\designApproaches\agileDesign\text.md,C:\repos\nus-cs2103\website-base\book\design\text.md,C:\repos\nus-cs2103\website-base\book\design\introduction\text.md,C:\repos\nus-cs2103\website-base\book\designFundamentals\text.md,C:\repos\nus-cs2103\website-base\book\designFundamentals\abstraction\text.md,C:\repos\nus-cs2103\website-base\book\designFundamentals\coupling\text.md,C:\repos\nus-cs2103\website-base\book\designFundamentals\cohesion\text.md,C:\repos\nus-cs2103\website-base\book\designPatterns\text.md,C:\repos\nus-cs2103\website-base\book\designPatterns\introduction\text.md,C:\repos\nus-cs2103\website-base\book\designPatterns\singleton\text.md,C:\repos\nus-cs2103\website-base\book\designPatterns\abstractionOccurrence\text.md,C:\repos\nus-cs2103\website-base\book\designPatterns\facade\text.md,C:\repos\nus-cs2103\website-base\book\designPatterns\command\text.md,C:\repos\nus-cs2103\website-base\book\designPatterns\modelViewController\text.md,C:\repos\nus-cs2103\website-base\book\designPatterns\observer\text.md,C:\repos\nus-cs2103\website-base\book\designPatterns\more\text.md,C:\repos\nus-cs2103\website-base\book\errorHandling\text.md,C:\repos\nus-cs2103\website-base\book\errorHandling\introduction\text.md,C:\repos\nus-cs2103\website-base\book\errorHandling\exceptions\text.md,C:\repos\nus-cs2103\website-base\book\errorHandling\assertions\text.md,C:\repos\nus-cs2103\website-base\book\errorHandling\logging\text.md,C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\text.md,C:\repos\nus-cs2103\website-base\book\errorHandling\designByContract\text.md,C:\repos\nus-cs2103\website-base\book\documentation\text.md,C:\repos\nus-cs2103\website-base\book\documentation\introduction\text.md,C:\repos\nus-cs2103\website-base\book\documentation\guidelines\text.md,C:\repos\nus-cs2103\website-base\book\documentation\guidelines\goTopDown\text.md,C:\repos\nus-cs2103\website-base\book\documentation\guidelines\aimForComprehensibility\text.md,C:\repos\nus-cs2103\website-base\book\documentation\guidelines\documentMinimally\text.md,C:\repos\nus-cs2103\website-base\book\documentation\tools\text.md,C:\repos\nus-cs2103\website-base\book\documentation\tools\javaDoc\text.md,C:\repos\nus-cs2103\website-base\book\documentation\tools\markdown\text.md,C:\repos\nus-cs2103\website-base\book\documentation\tools\asciiDoc\text.md,C:\repos\nus-cs2103\website-base\book\gitAndGithub\text.md,C:\repos\nus-cs2103\website-base\book\gatheringRequirements\text.md,C:\repos\nus-cs2103\website-base\book\ides\text.md,C:\repos\nus-cs2103\website-base\book\ides\introduction\text.md,C:\repos\nus-cs2103\website-base\book\ides\debugging\text.md,C:\repos\nus-cs2103\website-base\book\integration\text.md,C:\repos\nus-cs2103\website-base\book\integration\introduction\text.md,C:\repos\nus-cs2103\website-base\book\integration\approaches\text.md,C:\repos\nus-cs2103\website-base\book\integration\buildAutomation\text.md,C:\repos\nus-cs2103\website-base\book\integration\more\text.md,C:\repos\nus-cs2103\website-base\book\integration\more\review\text.md,C:\repos\nus-cs2103\website-base\book\intellij\text.md,C:\repos\nus-cs2103\website-base\book\javaTools\text.md,C:\repos\nus-cs2103\website-base\book\junit\text.md,C:\repos\nus-cs2103\website-base\book\oopDesign\text.md,C:\repos\nus-cs2103\website-base\book\oopDesign\introduction\text.md,C:\repos\nus-cs2103\website-base\book\oopDesign\objects\text.md,C:\repos\nus-cs2103\website-base\book\oopDesign\classes\text.md,C:\repos\nus-cs2103\website-base\book\oopDesign\associations\text.md,C:\repos\nus-cs2103\website-base\book\oopDesign\associations\basic\text.md,C:\repos\nus-cs2103\website-base\book\oopDesign\associations\navigability\text.md,C:\repos\nus-cs2103\website-base\book\oopDesign\associations\multiplicity\text.md,C:\repos\nus-cs2103\website-base\book\oopDesign\associations\dependencies\text.md,C:\repos\nus-cs2103\website-base\book\oopDesign\inheritance\text.md,C:\repos\nus-cs2103\website-base\book\oopDesign\polymorphism\text.md,C:\repos\nus-cs2103\website-base\book\oopDesign\more\text.md,C:\repos\nus-cs2103\website-base\book\oopDesign\more\miscellaneous\text.md,C:\repos\nus-cs2103\website-base\book\oopDesign\more\review\text.md,C:\repos\nus-cs2103\website-base\book\modeling\text.md,C:\repos\nus-cs2103\website-base\book\modeling\introduction\text.md,C:\repos\nus-cs2103\website-base\book\modeling\introduction\umlModels\text.md,C:\repos\nus-cs2103\website-base\book\modeling\modelingStructures\text.md,C:\repos\nus-cs2103\website-base\book\modeling\modelingStructures\addingMoreInfo\text.md,C:\repos\nus-cs2103\website-base\book\modeling\modelingStructures\classDiagramsAdvanced\text.md,C:\repos\nus-cs2103\website-base\book\modeling\modelingStructures\objectDiagrams\text.md,C:\repos\nus-cs2103\website-base\book\modeling\modelingBehaviors\text.md,C:\repos\nus-cs2103\website-base\book\modeling\modelingBehaviors\sequenceDiagramsAdvanced\text.md,C:\repos\nus-cs2103\website-base\book\modeling\modelingBehaviors\useCaseDiagrams\text.md,C:\repos\nus-cs2103\website-base\book\modeling\modelingASolution\text.md,C:\repos\nus-cs2103\website-base\book\oopImplementation\text.md,C:\repos\nus-cs2103\website-base\book\oopImplementation\dependencies\text.md,C:\repos\nus-cs2103\website-base\book\principles\text.md,C:\repos\nus-cs2103\website-base\book\principles\review\text.md,C:\repos\nus-cs2103\website-base\book\processModels\text.md,C:\repos\nus-cs2103\website-base\book\processModels\introduction\text.md,C:\repos\nus-cs2103\website-base\book\processModels\exampleProcessModels\text.md,C:\repos\nus-cs2103\website-base\book\processModels\more\text.md,C:\repos\nus-cs2103\website-base\book\processModels\summary\text.md,C:\repos\nus-cs2103\website-base\book\projectPlanning\text.md,C:\repos\nus-cs2103\website-base\book\qualityAssurance\text.md,C:\repos\nus-cs2103\website-base\book\qualityAssurance\introduction\text.md,C:\repos\nus-cs2103\website-base\book\qualityAssurance\codeReviews\text.md,C:\repos\nus-cs2103\website-base\book\qualityAssurance\staticAnalysis\text.md,C:\repos\nus-cs2103\website-base\book\qualityAssurance\formalVerification\text.md,C:\repos\nus-cs2103\website-base\book\refactoring\text.md,C:\repos\nus-cs2103\website-base\book\requirements\text.md,C:\repos\nus-cs2103\website-base\book\revisionControl\text.md,C:\repos\nus-cs2103\website-base\book\reuse\text.md,C:\repos\nus-cs2103\website-base\book\reuse\introduction\text.md,C:\repos\nus-cs2103\website-base\book\reuse\apis\text.md,C:\repos\nus-cs2103\website-base\book\reuse\apis\designingAPIs\text.md,C:\repos\nus-cs2103\website-base\book\reuse\libraries\text.md,C:\repos\nus-cs2103\website-base\book\reuse\frameworks\text.md,C:\repos\nus-cs2103\website-base\book\reuse\platforms\text.md,C:\repos\nus-cs2103\website-base\book\reuse\cloudComputing\text.md,C:\repos\nus-cs2103\website-base\book\softwareEngineering\text.md,C:\repos\nus-cs2103\website-base\book\softwareEngineering\introduction\text.md,C:\repos\nus-cs2103\website-base\book\teamwork\text.md,C:\repos\nus-cs2103\website-base\book\specifyingRequirements\text.md,C:\repos\nus-cs2103\website-base\book\specifyingRequirements\prose\text.md,C:\repos\nus-cs2103\website-base\book\specifyingRequirements\featureList\text.md,C:\repos\nus-cs2103\website-base\book\specifyingRequirements\userStories\text.md,C:\repos\nus-cs2103\website-base\book\specifyingRequirements\useCases\text.md,C:\repos\nus-cs2103\website-base\book\specifyingRequirements\glossary\text.md,C:\repos\nus-cs2103\website-base\book\specifyingRequirements\supplementaryRequirements\text.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\text.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\introduction\text.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\equivalencePartitions\text.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\boundaryValueAnalysis\text.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\combiningTestInputs\text.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\more\text.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\text.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\recap\text.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\exercises\text.md,C:\repos\nus-cs2103\website-base\book\testing\text.md,C:\repos\nus-cs2103\website-base\book\testing\introduction\text.md,C:\repos\nus-cs2103\website-base\book\testing\testingTypes\text.md,C:\repos\nus-cs2103\website-base\book\testing\testingTypes\unitTesting\text.md,C:\repos\nus-cs2103\website-base\book\testing\testingTypes\integrationTesting\text.md,C:\repos\nus-cs2103\website-base\book\testing\testingTypes\systemTesting\text.md,C:\repos\nus-cs2103\website-base\book\testing\testingTypes\alphaBetaTesting\text.md,C:\repos\nus-cs2103\website-base\book\testing\testingTypes\dogfooding\text.md,C:\repos\nus-cs2103\website-base\book\testing\testingTypes\dogfooding\what\text.md,C:\repos\nus-cs2103\website-base\book\testing\testingTypes\developerTesting\text.md,C:\repos\nus-cs2103\website-base\book\testing\testingTypes\exploratoryVsScriptedTesting\text.md,C:\repos\nus-cs2103\website-base\book\testing\testingTypes\acceptanceTesting\text.md,C:\repos\nus-cs2103\website-base\book\testing\testingTypes\regressionTesting\text.md,C:\repos\nus-cs2103\website-base\book\testing\testAutomation\text.md,C:\repos\nus-cs2103\website-base\book\testing\testCoverage\text.md,C:\repos\nus-cs2103\website-base\book\testing\dependencyInjection\text.md,C:\repos\nus-cs2103\website-base\book\testing\tdd\text.md,C:\repos\nus-cs2103\website-base\book\uml\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\introduction\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\classes\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\associations\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\associations\basic\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\dependencies\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\associationsAsAttributes\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\enumerations\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\classLevelMembers\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\associationClasses\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\composition\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\aggregation\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\classInheritance\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\interfaces\text.md,C:\repos\nus-cs2103\website-base\book\uml\classDiagrams\abstractClasses\text.md,C:\repos\nus-cs2103\website-base\book\uml\sequenceDiagrams\text.md,C:\repos\nus-cs2103\website-base\book\uml\objectDiagrams\text.md,C:\repos\nus-cs2103\website-base\book\uml\objectDiagrams\associations\text.md,C:\repos\nus-cs2103\website-base\book\uml\activityDiagrams\text.md,C:\repos\nus-cs2103\website-base\book\uml\activityDiagrams\introduction\text.md,C:\repos\nus-cs2103\website-base\book\uml\activityDiagrams\introduction\what\text.md,C:\repos\nus-cs2103\website-base\book\uml\activityDiagrams\basicNotations\text.md,C:\repos\nus-cs2103\website-base\book\uml\notes\text.md,C:\repos\nus-cs2103\website-base\book\uml\miscellaneous\text.md,C:\repos\nus-cs2103\website-base\book\testing\tdd\how\text.md,C:\repos\nus-cs2103\website-base\book\codeQuality\preview.md,C:\repos\nus-cs2103\website-base\schedule\week2\outcomes.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\codeQuality.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\codeQuality-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\architecture.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\designApproaches-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\design.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\designApproaches.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\design-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\designFundamentals-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\designPatterns.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\designFundamentals.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\designPatterns-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\errorHandling.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\documentation-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\documentation.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\gitAndGithub.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\errorHandling-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\gatheringRequirements-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\ides.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\gatheringRequirements.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\ides-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\gitAndGithub-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\integration.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\integration-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\intellij-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\javaTools-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\intellij.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\javaTools.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\junit.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\junit-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\oopDesign.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\modeling-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\modeling.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\oopImplementation.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\oopImplementation-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\oopDesign-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\principles.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\principles-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\processModels.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\processModels-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\projectPlanning-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\qualityAssurance.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\projectPlanning.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\refactoring-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\qualityAssurance-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\requirements-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\refactoring.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\revisionControl-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\requirements.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\reuse.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\revisionControl.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\reuse-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\softwareEngineering-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\softwareEngineering.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\teamwork-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\specifyingRequirements.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\teamwork.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\specifyingRequirements-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\testCaseDesign-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\testing-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\testCaseDesign.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\uml.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\uml-printable.md,C:\repos\nus-cs2103\website-base\se-book-adapted\chapters\testing.md,C:\repos\nus-cs2103\website-base\_markbind\navigation\se-book-adapted-sitenav.md,C:\repos\nus-cs2103\website-base\se-book-adapted\common\definitions.md,C:\repos\nus-cs2103\website-base\se-book-adapted\print.md,C:\repos\nus-cs2103\website-base\book\combined\exercises\correctStatementAboutClassObjectSequenceDiagrams.md,C:\repos\nus-cs2103\website-base\book\combined\exercises\usefulModelToDescribeWorkflow.md,C:\repos\nus-cs2103\website-base\book\combined\exercises\oddStatementOnProjMgtTools.md,C:\repos\nus-cs2103\website-base\book\combined\exercises\correctStatementAboutPrinciplesAndPatterns.md,C:\repos\nus-cs2103\website-base\book\architecture\preview.md,C:\repos\nus-cs2103\website-base\book\designApproaches\preview.md,C:\repos\nus-cs2103\website-base\book\design\preview.md,C:\repos\nus-cs2103\website-base\book\designFundamentals\preview.md,C:\repos\nus-cs2103\website-base\book\designPatterns\preview.md,C:\repos\nus-cs2103\website-base\book\errorHandling\preview.md,C:\repos\nus-cs2103\website-base\book\documentation\preview.md,C:\repos\nus-cs2103\website-base\book\gitAndGithub\preview.md,C:\repos\nus-cs2103\website-base\book\gatheringRequirements\preview.md,C:\repos\nus-cs2103\website-base\book\ides\preview.md,C:\repos\nus-cs2103\website-base\book\integration\preview.md,C:\repos\nus-cs2103\website-base\book\intellij\preview.md,C:\repos\nus-cs2103\website-base\book\javaTools\preview.md,C:\repos\nus-cs2103\website-base\book\junit\preview.md,C:\repos\nus-cs2103\website-base\book\oopDesign\preview.md,C:\repos\nus-cs2103\website-base\book\oopDesign\associations\navigability\exercises.md,C:\repos\nus-cs2103\website-base\book\oopDesign\associations\navigability\q-tick-navigability.md,C:\repos\nus-cs2103\website-base\book\oopDesign\associations\multiplicity\exercises.md,C:\repos\nus-cs2103\website-base\book\oopDesign\associations\multiplicity\q-tick-correctStatement.md,C:\repos\nus-cs2103\website-base\book\oopDesign\more\review\exercises.md,C:\repos\nus-cs2103\website-base\book\oopDesign\more\review\q-radio-abstractionEncapsulation.md,C:\repos\nus-cs2103\website-base\book\oopDesign\more\review\q-radio-fourMainPrinciples.md,C:\repos\nus-cs2103\website-base\book\modeling\preview.md,C:\repos\nus-cs2103\website-base\book\oopImplementation\preview.md,C:\repos\nus-cs2103\website-base\book\principles\preview.md,C:\repos\nus-cs2103\website-base\book\processModels\preview.md,C:\repos\nus-cs2103\website-base\book\projectPlanning\preview.md,C:\repos\nus-cs2103\website-base\book\qualityAssurance\preview.md,C:\repos\nus-cs2103\website-base\book\refactoring\preview.md,C:\repos\nus-cs2103\website-base\book\requirements\preview.md,C:\repos\nus-cs2103\website-base\book\revisionControl\preview.md,C:\repos\nus-cs2103\website-base\book\reuse\preview.md,C:\repos\nus-cs2103\website-base\book\softwareEngineering\preview.md,C:\repos\nus-cs2103\website-base\book\teamwork\preview.md,C:\repos\nus-cs2103\website-base\book\specifyingRequirements\preview.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\preview.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\exercises\exercises.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\exercises\q-essay-matricNumbers.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\exercises\q-essay-isValidDate.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\exercises\q-essay-dispatchResources.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\exercises\q-essay-transferTable.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\exercises\q-essay-addItem.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\exercises\q-essay-setWife.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\exercises\q-tick-preRelease.md,C:\repos\nus-cs2103\website-base\book\testCaseDesign\summary\exercises\q-tick-trueFalse.md,C:\repos\nus-cs2103\website-base\book\testing\preview.md,C:\repos\nus-cs2103\website-base\book\testing\testingTypes\dogfooding\what\exercises.md,C:\repos\nus-cs2103\website-base\book\testing\testingTypes\dogfooding\what\q-tick-trueFalse.md,C:\repos\nus-cs2103\website-base\book\uml\preview.md
2018-07-01T05:20:53.317Z - info: Rebuilding 82 pages
2018-07-01T05:22:18.819Z - info: Pages built
2018-07-01T05:22:18.862Z - info: Site data built
2018-07-01T05:22:18.877Z - info: Generate Site durationMs=63487
2018-07-01T05:22:18.900Z - info: Serving "C:\repos\nus-cs2103\website-base\_site" at http://127.0.0.1:8080
2018-07-01T05:22:18.900Z - info: Press CTRL+C to stop ...
2018-07-01T05:25:14.188Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\admin\project-v15.md
2018-07-01T05:25:15.195Z - verbose: Rebuild affected paths: C:\repos\nus-cs2103\website-base\admin\project-v15.md
2018-07-01T05:25:15.203Z - info: Rebuilding 7 pages
2018-07-01T05:25:33.861Z - info: Pages rebuilt
2018-07-01T05:25:33.873Z - info: Site data built
2018-07-01T05:27:18.994Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\admin\project-v15.md
2018-07-01T05:27:20.008Z - verbose: Rebuild affected paths: C:\repos\nus-cs2103\website-base\admin\project-v15.md
2018-07-01T05:27:20.015Z - info: Rebuilding 7 pages
2018-07-01T05:27:40.933Z - info: Pages rebuilt
2018-07-01T05:27:40.941Z - info: Site data built
2018-07-01T05:33:47.738Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\admin\project-v15.md
2018-07-01T05:33:48.756Z - verbose: Rebuild affected paths: C:\repos\nus-cs2103\website-base\admin\project-v15.md
2018-07-01T05:33:48.760Z - info: Rebuilding 7 pages
2018-07-01T05:34:06.793Z - info: Pages rebuilt
2018-07-01T05:34:06.813Z - info: Site data built
2018-07-01T05:45:33.708Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\admin\index.md
2018-07-01T05:45:34.719Z - verbose: Rebuild affected paths: C:\repos\nus-cs2103\website-base\admin\index.md
2018-07-01T05:45:34.719Z - info: Rebuilding 1 pages
2018-07-01T05:45:37.285Z - info: Pages rebuilt
2018-07-01T05:45:37.289Z - info: Site data built
2018-07-01T05:57:20.766Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\admin\project-v15rc.md
2018-07-01T05:57:21.792Z - verbose: Rebuild affected paths: C:\repos\nus-cs2103\website-base\admin\project-v15rc.md
2018-07-01T05:57:21.796Z - info: Rebuilding 4 pages
2018-07-01T05:57:37.938Z - info: Pages rebuilt
2018-07-01T05:57:37.946Z - info: Site data built
2018-07-01T05:59:37.041Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\admin\project-v15rc.md
2018-07-01T05:59:38.051Z - verbose: Rebuild affected paths: C:\repos\nus-cs2103\website-base\admin\project-v15rc.md
2018-07-01T05:59:38.051Z - info: Rebuilding 4 pages
2018-07-01T05:59:56.577Z - info: Pages rebuilt
2018-07-01T05:59:56.597Z - info: Site data built
2018-07-01T06:01:00.903Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\admin\project-v15rc.md
2018-07-01T06:01:01.913Z - verbose: Rebuild affected paths: C:\repos\nus-cs2103\website-base\admin\project-v15rc.md
2018-07-01T06:01:01.913Z - info: Rebuilding 4 pages
2018-07-01T06:01:19.982Z - info: Pages rebuilt
2018-07-01T06:01:19.994Z - info: Site data built
2018-07-01T06:04:06.966Z - info: Reload for file deletion: C:\repos\nus-cs2103\website-base\admin\project-v15rc.md
2018-07-01T06:04:07.972Z - verbose: Rebuild affected paths: C:\repos\nus-cs2103\website-base\admin\project-v15rc.md
2018-07-01T06:04:07.976Z - info: Rebuilding 4 pages
2018-07-01T06:04:27.297Z - info: Pages rebuilt
2018-07-01T06:04:27.309Z - info: Site data built
2018-07-01T06:06:58.482Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\css\admin.css
2018-07-01T06:06:59.519Z - info: Assets built
2018-07-01T06:08:16.071Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\css\admin.css
2018-07-01T06:08:16.179Z - info: Reload for file add: C:\repos\nus-cs2103\website-base\admin\project-v15rc.md
2018-07-01T06:08:17.106Z - info: Assets built
2018-07-01T06:08:17.182Z - verbose: Rebuild affected paths: C:\repos\nus-cs2103\website-base\admin\project-v15rc.md
2018-07-01T06:08:17.186Z - info: Rebuilding 4 pages
2018-07-01T06:08:30.360Z - info: Pages rebuilt
2018-07-01T06:08:30.368Z - info: Site data built
