2018-06-21T03:17:02.466Z - info: Pages built
2018-06-21T03:17:02.713Z - info: Site data built
2018-06-21T03:17:02.759Z - info: Generate Site durationMs=103201
2018-06-21T03:17:03.267Z - info: Serving "C:\repos\nus-cs2103\website-base\_site" at http://127.0.0.1:8080
2018-06-21T04:22:01.899Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\singleton\what\text.md
2018-06-21T04:22:01.899Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\singleton\what\exercises.md
2018-06-21T04:22:01.899Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\singleton\what\q-tick-correctStatement.md
2018-06-21T04:22:01.899Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\singleton\implementation\text.md
2018-06-21T04:22:01.899Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\singleton\evaluation\text.md
2018-06-21T04:22:01.899Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\abstractionOccurrence\text.md
2018-06-21T04:22:01.899Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\abstractionOccurrence\what\text.md
2018-06-21T04:22:01.899Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\abstractionOccurrence\what\exercises.md
2018-06-21T04:22:01.899Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\abstractionOccurrence\what\q-essay-whichPair.md
2018-06-21T04:22:01.899Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\abstractionOccurrence\what\q-tick-mostSuited.md
2018-06-21T04:22:01.900Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\facade\text.md
2018-06-21T04:22:01.900Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\facade\what\text.md
2018-06-21T04:22:01.900Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\facade\what\exercises.md
2018-06-21T04:22:01.900Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\facade\what\q-tick-correctStatement.md
2018-06-21T04:22:01.900Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\command\text.md
2018-06-21T04:22:01.900Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\command\what\text.md
2018-06-21T04:22:01.900Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\modelViewController\text.md
2018-06-21T04:22:01.901Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\modelViewController\what\text.md
2018-06-21T04:22:01.901Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\observer\text.md
2018-06-21T04:22:01.901Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\observer\what\text.md
2018-06-21T04:22:01.901Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\observer\what\exercises.md
2018-06-21T04:22:01.901Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\observer\what\q-essay-polymorphismInObserver.md
2018-06-21T04:22:01.901Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\observer\what\q-tick-trueFalse.md
2018-06-21T04:22:01.901Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\more\text.md
2018-06-21T04:22:01.901Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\more\combiningDesignPatterns\text.md
2018-06-21T04:22:01.901Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\more\otherDesignPatterns\text.md
2018-06-21T04:22:01.902Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\more\usingDesignPatterns\text.md
2018-06-21T04:22:01.902Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\more\otherTypesOfPatterns\text.md
2018-06-21T04:22:01.902Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\more\otherTypesOfPatterns\exercises.md
2018-06-21T04:22:01.902Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\more\otherTypesOfPatterns\q-essay-patterns.md
2018-06-21T04:22:01.902Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\designPatterns\more\vsPrinciples\text.md
2018-06-21T04:22:01.902Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\text.md
2018-06-21T04:22:01.902Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\preview.md
2018-06-21T04:22:01.902Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\introduction\text.md
2018-06-21T04:22:01.902Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\introduction\what\text.md
2018-06-21T04:22:01.902Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\exceptions\text.md
2018-06-21T04:22:01.902Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\exceptions\what\text.md
2018-06-21T04:22:01.903Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\exceptions\how\text.md
2018-06-21T04:22:01.903Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\exceptions\how\resources.md
2018-06-21T04:22:01.903Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\exceptions\how\exercises.md
2018-06-21T04:22:01.903Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\exceptions\how\q-tick-notBenefit.md
2018-06-21T04:22:01.903Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\exceptions\when\text.md
2018-06-21T04:22:01.903Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\assertions\text.md
2018-06-21T04:22:01.903Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\assertions\what\text.md
2018-06-21T04:22:01.903Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\assertions\how\text.md
2018-06-21T04:22:01.903Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\assertions\how\resources.md
2018-06-21T04:22:01.903Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\assertions\when\text.md
2018-06-21T04:22:01.903Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\assertions\when\exercises.md
2018-06-21T04:22:01.904Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\assertions\when\q-tick-calculator.md
2018-06-21T04:22:01.904Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\assertions\when\q-tick-correctStatement.md
2018-06-21T04:22:01.904Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\logging\text.md
2018-06-21T04:22:01.904Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\logging\what\text.md
2018-06-21T04:22:01.904Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\logging\what\exercises.md
2018-06-21T04:22:01.904Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\logging\what\q-tick-logging.md
2018-06-21T04:22:01.904Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\logging\how\text.md
2018-06-21T04:22:01.904Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\logging\how\resources.md
2018-06-21T04:22:01.904Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\text.md
2018-06-21T04:22:01.904Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\what\text.md
2018-06-21T04:22:01.904Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\compulsoryAssociations\text.md
2018-06-21T04:22:01.905Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\compulsoryAssociations\exercises.md
2018-06-21T04:22:01.905Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\compulsoryAssociations\q-essay-manager.md
2018-06-21T04:22:01.905Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\compulsoryAssociations\q-essay-marriage.md
2018-06-21T04:22:01.905Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\compulsoryAssociations\q-essay-account.md
2018-06-21T04:22:01.905Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\compulsoryAssociations\q-tick-implementation.md
2018-06-21T04:22:01.905Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\1to1Associations\text.md
2018-06-21T04:22:01.905Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\referentialIntegrity\text.md
2018-06-21T04:22:01.905Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\referentialIntegrity\exercises.md
2018-06-21T04:22:01.905Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\referentialIntegrity\q-essay-minesweeper.md
2018-06-21T04:22:01.905Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\referentialIntegrity\q-essay-bank.md
2018-06-21T04:22:01.905Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\referentialIntegrity\q-essay-defensive.md
2018-06-21T04:22:01.905Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\referentialIntegrity\q-tick-trueFalse.md
2018-06-21T04:22:01.906Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\when\text.md
2018-06-21T04:22:01.906Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\when\exercises.md
2018-06-21T04:22:01.906Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\defensiveProgramming\when\q-tick-defensiveProgramming.md
2018-06-21T04:22:01.906Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\designByContract\text.md
2018-06-21T04:22:01.906Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\designByContract\what\text.md
2018-06-21T04:22:01.906Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\designByContract\what\exercises.md
2018-06-21T04:22:01.906Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\errorHandling\designByContract\what\q-tick-incorrectStatement.md
2018-06-21T04:22:01.906Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\text.md
2018-06-21T04:22:01.906Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\preview.md
2018-06-21T04:22:01.906Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\introduction\text.md
2018-06-21T04:22:01.906Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\introduction\what\text.md
2018-06-21T04:22:01.907Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\introduction\what\exercises.md
2018-06-21T04:22:01.907Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\introduction\what\q-tick-incorrectStatement.md
2018-06-21T04:22:01.907Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\text.md
2018-06-21T04:22:01.907Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\goTopDown\text.md
2018-06-21T04:22:01.907Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\goTopDown\what\text.md
2018-06-21T04:22:01.907Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\goTopDown\why\text.md
2018-06-21T04:22:01.907Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\goTopDown\how\text.md
2018-06-21T04:22:01.907Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\aimForComprehensibility\text.md
2018-06-21T04:22:01.907Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\aimForComprehensibility\what\text.md
2018-06-21T04:22:01.907Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\aimForComprehensibility\how\text.md
2018-06-21T04:22:01.908Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\aimForComprehensibility\how\exercises.md
2018-06-21T04:22:01.908Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\aimForComprehensibility\how\q-tick-correctStatement.md
2018-06-21T04:22:01.908Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\documentMinimally\text.md
2018-06-21T04:22:01.908Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\documentMinimally\what\text.md
2018-06-21T04:22:01.908Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\guidelines\documentMinimally\how\text.md
2018-06-21T04:22:01.908Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\text.md
2018-06-21T04:22:01.908Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\javaDoc\text.md
2018-06-21T04:22:01.909Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\javaDoc\what\text.md
2018-06-21T04:22:01.909Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\javaDoc\how\text.md
2018-06-21T04:22:01.910Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\markdown\text.md
2018-06-21T04:22:01.910Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\markdown\what\text.md
2018-06-21T04:22:01.910Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\markdown\how\text.md
2018-06-21T04:22:01.910Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\asciiDoc\text.md
2018-06-21T04:22:01.910Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\documentation\tools\asciiDoc\what\text.md
2018-06-21T04:22:01.910Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gatheringRequirements\userSurveys\text.md
2018-06-21T04:22:01.910Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gatheringRequirements\observation\text.md
2018-06-21T04:22:01.910Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gatheringRequirements\interviews\text.md
2018-06-21T04:22:01.911Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gatheringRequirements\focusGroups\text.md
2018-06-21T04:22:01.911Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gatheringRequirements\prototyping\text.md
2018-06-21T04:22:01.911Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\tag\text.md
2018-06-21T04:22:01.911Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\tag\sourcetree.md
2018-06-21T04:22:01.911Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\tag\cli.md
2018-06-21T04:22:01.911Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\checkout\text.md
2018-06-21T04:22:01.911Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\checkout\sourcetree_1.md
2018-06-21T04:22:01.911Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\checkout\cli_1.md
2018-06-21T04:22:01.911Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\checkout\sourcetree_2.md
2018-06-21T04:22:01.911Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\checkout\cli_2.md
2018-06-21T04:22:01.912Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\checkout\sourcetree_3.md
2018-06-21T04:22:01.912Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\checkout\cli_3.md
2018-06-21T04:22:01.912Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\stash\text.md
2018-06-21T04:22:01.912Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\clone\text.md
2018-06-21T04:22:01.912Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\clone\sourcetree.md
2018-06-21T04:22:01.912Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\clone\cli.md
2018-06-21T04:22:01.912Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\pull\text.md
2018-06-21T04:22:01.912Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\pull\sourcetree_1.md
2018-06-21T04:22:01.912Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\pull\cli_1.md
2018-06-21T04:22:01.912Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\pull\sourcetree_2.md
2018-06-21T04:22:01.912Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\pull\cli_2.md
2018-06-21T04:22:01.913Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\push\text.md
2018-06-21T04:22:01.913Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\push\sourcetree.md
2018-06-21T04:22:01.913Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\push\cli.md
2018-06-21T04:22:01.913Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\branch\text.md
2018-06-21T04:22:01.913Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\branch\sourcetree_0.md
2018-06-21T04:22:01.913Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\branch\cli_0.md
2018-06-21T04:22:01.913Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\branch\sourcetree_1.md
2018-06-21T04:22:01.913Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\branch\cli_1.md
2018-06-21T04:22:01.914Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\branch\sourcetree_2.md
2018-06-21T04:22:01.914Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\branch\cli_2.md
2018-06-21T04:22:01.914Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\branch\sourcetree_3.md
2018-06-21T04:22:01.914Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\branch\cli_3.md
2018-06-21T04:22:01.914Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\branch\sourcetree_4.md
2018-06-21T04:22:01.914Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\branch\cli_4.md
2018-06-21T04:22:01.914Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\mergeConflicts\text.md
2018-06-21T04:22:01.914Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\createPRs\text.md
2018-06-21T04:22:01.914Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\managePRs\text.md
2018-06-21T04:22:01.914Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\gitAndGithub\forkingWorkflow\text.md
2018-06-21T04:22:01.914Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\intellij\productivityShortcuts\text.md
2018-06-21T04:22:01.915Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\intellij\debuggingBasic\text.md
2018-06-21T04:22:01.915Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\intellij\refactoring\text.md
2018-06-21T04:22:01.915Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\ides\text.md
2018-06-21T04:22:01.915Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\ides\preview.md
2018-06-21T04:22:01.915Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\ides\debugging\text.md
2018-06-21T04:22:01.915Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\ides\debugging\what\text.md
2018-06-21T04:22:01.915Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\text.md
2018-06-21T04:22:01.915Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\preview.md
2018-06-21T04:22:01.915Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\introduction\text.md
2018-06-21T04:22:01.915Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\introduction\what\text.md
2018-06-21T04:22:01.916Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\approaches\text.md
2018-06-21T04:22:01.916Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\approaches\lateVsEarly\text.md
2018-06-21T04:22:01.916Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\approaches\bigBangVsIncremental\text.md
2018-06-21T04:22:01.916Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\approaches\bigBangVsIncremental\exercises.md
2018-06-21T04:22:01.916Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\approaches\bigBangVsIncremental\q-essay-integration.md
2018-06-21T04:22:01.916Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\approaches\topDownVsBottomUp\text.md
2018-06-21T04:22:01.916Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\approaches\topDownVsBottomUp\exercises.md
2018-06-21T04:22:01.916Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\approaches\topDownVsBottomUp\q-essay-integration.md
2018-06-21T04:22:01.916Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\approaches\topDownVsBottomUp\q-essay-architecture.md
2018-06-21T04:22:01.916Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\buildAutomation\text.md
2018-06-21T04:22:01.916Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\buildAutomation\what\text.md
2018-06-21T04:22:01.917Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\buildAutomation\what\resources.md
2018-06-21T04:22:01.917Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\buildAutomation\what\exercises.md
2018-06-21T04:22:01.917Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\buildAutomation\what\q-tick-tools.md
2018-06-21T04:22:01.917Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\buildAutomation\continuousIntegrationDeployment\text.md
2018-06-21T04:22:01.917Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\buildAutomation\continuousIntegrationDeployment\resources.md
2018-06-21T04:22:01.917Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\more\text.md
2018-06-21T04:22:01.917Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\more\review\text.md
2018-06-21T04:22:01.917Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\more\review\exercises.md
2018-06-21T04:22:01.917Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\integration\more\review\q-radio-recommendedApproach.md
2018-06-21T04:22:01.917Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\javaTools\enums\text.md
2018-06-21T04:22:01.917Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\junit\text.md
2018-06-21T04:22:01.917Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\junit\preview.md
2018-06-21T04:22:01.918Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\junit\basic\text.md
2018-06-21T04:22:01.918Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\junit\basic\resources.md
2018-06-21T04:22:01.918Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\junit\intermediate\text.md
2018-06-21T04:22:01.918Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\text.md
2018-06-21T04:22:01.918Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\preview.md
2018-06-21T04:22:01.918Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\introduction\text.md
2018-06-21T04:22:01.918Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\introduction\what\text.md
2018-06-21T04:22:01.918Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\introduction\what\exercises.md
2018-06-21T04:22:01.918Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\introduction\what\q-tick-leastCorrect.md
2018-06-21T04:22:01.918Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\introduction\what\q-tick-trueFalse.md
2018-06-21T04:22:01.918Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\objects\text.md
2018-06-21T04:22:01.919Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\objects\basic\text.md
2018-06-21T04:22:01.919Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\objects\basic\exercises.md
2018-06-21T04:22:01.919Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\objects\basic\q-essay-describeObjectInScenario.md
2018-06-21T04:22:01.919Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\objects\abstraction\text.md
2018-06-21T04:22:01.919Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\classes\text.md
2018-06-21T04:22:01.919Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\classes\basic\text.md
2018-06-21T04:22:01.919Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\classes\basic\exercises.md
2018-06-21T04:22:01.919Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\classes\basic\q-essay-identifyClassesAndObjects.md
2018-06-21T04:22:01.919Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\classes\classLevelMembers\text.md
2018-06-21T04:22:01.919Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\classes\classLevelMembers\exercises.md
2018-06-21T04:22:01.920Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\classes\classLevelMembers\q-tick-mostSuitable.md
2018-06-21T04:22:01.920Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\classes\enumerations\text.md
2018-06-21T04:22:01.920Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\classes\enumerations\exercises.md
2018-06-21T04:22:01.920Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\classes\enumerations\q-essay-defineWeekDays.md
2018-06-21T04:22:01.920Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\associations\text.md
2018-06-21T04:22:01.920Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\associations\basic\text.md
2018-06-21T04:22:01.920Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\associations\navigability\text.md
2018-06-21T04:22:01.920Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\associations\navigability\exercises.md
2018-06-21T04:22:01.920Z - info: Reload for file change: C:\repos\nus-cs2103\website-base\book\oopDesign\associations\navigability\q-tick-navigability.md
